,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
275,20,6.0,65.0,7150,2,1,1,1.0,1,1,20,2,3,1,1,5,6,1962,1962,2,2,16.0,16.0,2.0,60.0,3,3,2,3.0,3.0,4.0,5.0,140.0,3.0,590.0,182.0,912.0,2,2,1,1,912,0,0,912,0.0,1.0,1,0,3,1,3.0,6,1.0,0,0.0,2.0,1962.0,3.0,1.0,252.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,10,2009,1.0,1
276,20,6.0,0.0,15676,2,2,4,1.0,1,1,25,3,3,1,1,8,8,1980,1980,2,2,16.0,16.0,2.0,115.0,2,2,2,2.0,2.0,1.0,2.0,1733.0,4.0,92.0,189.0,2014.0,2,2,1,1,2014,0,0,2014,1.0,0.0,2,0,2,1,2.0,6,5.0,2,2.0,2.0,1980.0,2.0,3.0,864.0,3.0,3.0,2,462,0,0,255,0,0,0.0,2.0,6.0,0,4,2009,1.0,1
277,60,6.0,0.0,11949,2,1,1,1.0,1,1,14,3,3,1,4,7,8,1991,2008,2,2,16.0,16.0,2.0,196.0,2,2,3,2.0,3.0,4.0,1.0,601.0,2.0,216.0,158.0,975.0,2,1,1,1,975,780,0,1755,0.0,1.0,2,1,3,1,2.0,7,1.0,1,3.0,2.0,1991.0,3.0,2.0,524.0,3.0,3.0,2,502,60,0,0,0,0,0.0,1.0,6.0,0,7,2009,1.0,1
278,160,3.0,32.0,2880,2,1,1,1.0,1,1,22,3,3,5,4,7,5,2004,2005,2,2,9.0,9.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1376.0,1376.0,2,1,1,1,1376,1629,0,3005,0.0,0.0,2,1,3,1,2.0,9,4.0,1,3.0,4.0,2004.0,1.0,3.0,704.0,3.0,3.0,2,0,177,0,0,0,0,0.0,0.0,6.0,0,7,2009,1.0,1
279,120,3.0,0.0,3830,2,2,1,1.0,1,1,22,3,3,4,1,6,5,2008,2008,2,2,16.0,16.0,5.0,280.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1726.0,1726.0,2,1,1,1,1726,0,0,1726,0.0,0.0,2,1,2,1,2.0,6,1.0,1,2.0,2.0,2008.0,1.0,2.0,561.0,3.0,3.0,2,0,254,0,0,0,0,0.0,0.0,6.0,0,1,2009,4.0,6
280,120,3.0,0.0,4217,2,2,1,1.0,1,1,22,3,3,4,1,6,5,2008,2008,2,2,16.0,16.0,5.0,252.0,2,3,3,2.0,3.0,4.0,1.0,962.0,6.0,0.0,183.0,1145.0,2,1,1,1,1256,0,0,1256,1.0,0.0,1,1,1,1,2.0,5,1.0,1,2.0,2.0,2008.0,1.0,2.0,641.0,3.0,3.0,2,0,169,0,0,0,0,0.0,0.0,6.0,0,3,2009,1.0,1
281,160,3.0,34.0,2998,2,1,1,1.0,1,1,22,3,3,4,4,6,5,2000,2000,2,2,9.0,9.0,2.0,513.0,2,3,3,2.0,3.0,4.0,1.0,507.0,6.0,0.0,249.0,756.0,2,1,1,1,756,756,0,1512,1.0,0.0,2,1,2,1,2.0,4,1.0,0,0.0,6.0,2000.0,3.0,2.0,440.0,3.0,3.0,2,0,32,0,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
282,160,3.0,35.0,3768,2,1,1,1.0,4,1,22,3,3,4,4,7,5,1999,1999,4,2,9.0,9.0,2.0,218.0,2,3,3,2.0,3.0,4.0,1.0,549.0,6.0,0.0,142.0,691.0,2,1,1,1,713,739,0,1452,1.0,0.0,2,1,3,1,2.0,6,1.0,0,0.0,6.0,1999.0,3.0,2.0,506.0,3.0,3.0,2,0,34,0,0,0,0,0.0,0.0,6.0,0,9,2009,1.0,1
283,20,6.0,0.0,14694,2,2,1,1.0,1,1,25,3,3,1,1,8,9,1977,2008,2,2,9.0,9.0,2.0,450.0,1,1,2,2.0,2.0,1.0,1.0,1252.0,2.0,136.0,306.0,1694.0,2,1,1,1,1694,0,0,1694,1.0,0.0,2,0,2,1,1.0,5,1.0,1,2.0,2.0,1977.0,1.0,2.0,642.0,3.0,3.0,2,501,120,0,225,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
284,20,6.0,110.0,15417,2,1,1,1.0,1,1,25,3,3,1,1,7,5,1981,1981,2,2,4.0,4.0,4.0,0.0,2,3,2,2.0,3.0,3.0,5.0,121.0,6.0,0.0,1619.0,1740.0,2,3,1,1,1740,0,0,1740,0.0,0.0,1,1,2,1,2.0,7,1.0,0,0.0,2.0,1981.0,2.0,2.0,540.0,3.0,3.0,2,228,20,218,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
285,80,6.0,80.0,9600,2,1,4,1.0,4,2,25,2,3,1,8,8,5,1976,1976,2,2,11.0,11.0,2.0,200.0,2,2,2,3.0,3.0,4.0,6.0,0.0,6.0,0.0,392.0,392.0,2,1,1,1,1487,1012,0,2499,0.0,0.0,2,1,4,1,3.0,5,1.0,1,2.0,2.0,1976.0,3.0,2.0,527.0,3.0,3.0,2,0,64,0,0,0,0,0.0,0.0,6.0,0,1,2009,1.0,2
286,60,6.0,0.0,12732,2,2,1,1.0,3,1,17,6,3,1,4,7,6,1974,1974,2,2,16.0,16.0,4.0,0.0,3,3,2,3.0,3.0,3.0,1.0,560.0,5.0,42.0,150.0,752.0,2,3,1,1,1285,782,0,2067,0.0,0.0,2,1,3,1,2.0,7,1.0,2,3.0,2.0,1974.0,2.0,2.0,784.0,3.0,3.0,2,297,40,0,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
287,60,6.0,80.0,10400,2,1,1,1.0,1,1,17,7,3,1,4,6,7,1967,1997,2,2,9.0,9.0,2.0,256.0,3,3,3,3.0,3.0,4.0,6.0,0.0,6.0,0.0,932.0,932.0,2,2,1,1,1271,1369,0,2640,0.0,0.0,2,1,5,1,2.0,8,1.0,1,3.0,2.0,1967.0,2.0,2.0,515.0,3.0,3.0,2,0,120,0,0,168,0,0.0,0.0,6.0,0,5,2009,1.0,1
288,20,6.0,80.0,9600,2,1,1,1.0,1,1,17,2,3,1,1,5,5,1969,1969,2,2,7.0,7.0,2.0,128.0,3,3,2,2.0,3.0,3.0,2.0,553.0,4.0,147.0,588.0,1288.0,2,3,1,1,1336,0,0,1336,0.0,1.0,2,0,3,1,3.0,6,1.0,1,4.0,2.0,1969.0,2.0,2.0,502.0,3.0,3.0,2,312,11,0,0,0,0,0.0,0.0,4.0,650,8,2009,1.0,1
289,20,6.0,75.0,9000,2,1,1,1.0,1,1,17,2,3,1,1,6,5,1969,1969,2,2,7.0,7.0,2.0,200.0,3,3,2,3.0,3.0,2.0,3.0,955.0,6.0,0.0,261.0,1216.0,2,3,1,1,1216,0,0,1216,1.0,0.0,1,0,3,1,3.0,5,1.0,0,0.0,2.0,1969.0,3.0,1.0,336.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,6.0,0,8,2009,1.0,2
290,60,6.0,0.0,13774,2,2,1,1.0,1,1,17,3,3,1,4,7,7,1977,1992,4,2,7.0,7.0,2.0,283.0,3,2,3,2.0,3.0,4.0,1.0,432.0,6.0,0.0,476.0,908.0,2,1,1,1,1316,972,0,2288,0.0,0.0,1,2,4,1,2.0,8,1.0,2,3.0,2.0,1977.0,2.0,2.0,520.0,3.0,3.0,2,321,72,0,0,156,0,0.0,0.0,6.0,0,11,2009,1.0,1
291,20,6.0,62.0,7130,2,1,1,1.0,1,1,26,3,3,1,1,5,6,1967,1967,2,2,7.0,7.0,4.0,0.0,3,3,3,3.0,3.0,4.0,3.0,648.0,6.0,0.0,216.0,864.0,2,3,1,1,864,0,0,864,0.0,1.0,1,0,2,1,3.0,5,1.0,0,0.0,2.0,1967.0,1.0,1.0,312.0,3.0,3.0,2,0,0,0,0,0,0,0.0,1.0,6.0,0,6,2009,1.0,1
292,20,6.0,80.0,9600,2,1,1,1.0,1,1,26,3,3,1,1,5,5,1967,1967,4,2,7.0,7.0,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1568.0,1568.0,2,3,1,1,1568,0,0,1568,0.0,0.0,1,1,3,1,3.0,7,1.0,0,0.0,2.0,1967.0,3.0,2.0,440.0,3.0,3.0,2,160,40,0,0,0,0,0.0,0.0,6.0,0,3,2009,5.0,1
293,60,6.0,80.0,9600,2,1,1,1.0,1,1,17,3,3,1,4,7,5,1974,1974,2,2,11.0,11.0,2.0,252.0,3,3,2,3.0,3.0,4.0,2.0,698.0,6.0,0.0,467.0,1165.0,2,2,1,1,1165,896,0,2061,0.0,1.0,2,1,4,1,3.0,8,1.0,1,3.0,2.0,1974.0,2.0,2.0,498.0,3.0,3.0,2,0,77,0,0,196,0,0.0,0.0,6.0,0,5,2009,5.0,2
294,85,6.0,0.0,16500,2,1,1,1.0,1,1,17,3,3,1,7,6,5,1971,1971,4,2,7.0,7.0,2.0,509.0,3,3,2,2.0,3.0,2.0,1.0,962.0,6.0,0.0,270.0,1232.0,2,4,1,1,1320,0,0,1320,0.0,1.0,2,0,3,1,3.0,5,1.0,1,2.0,2.0,1971.0,2.0,2.0,495.0,3.0,3.0,2,0,20,0,0,0,0,0.0,0.0,6.0,0,5,2009,1.0,1
295,20,6.0,60.0,7436,2,1,1,1.0,1,1,26,3,3,1,1,4,7,1960,1960,2,2,16.0,16.0,4.0,0.0,3,3,2,3.0,3.0,4.0,2.0,734.0,6.0,0.0,160.0,894.0,2,2,1,1,894,0,0,894,1.0,0.0,1,0,2,1,3.0,5,1.0,1,5.0,6.0,1988.0,3.0,2.0,396.0,3.0,3.0,2,0,0,0,360,0,0,0.0,3.0,6.0,0,8,2009,1.0,1
296,20,6.0,65.0,8125,2,1,1,1.0,1,1,26,3,3,1,1,5,7,1959,1959,4,2,9.0,9.0,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,403.0,6.0,0.0,461.0,864.0,2,1,1,1,864,0,0,864,0.0,0.0,1,0,3,1,3.0,5,1.0,0,0.0,6.0,1960.0,3.0,1.0,308.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,9,2009,1.0,1
297,20,6.0,0.0,9450,2,2,1,1.0,2,1,26,3,3,1,1,4,5,1957,1957,2,2,17.0,17.0,2.0,160.0,3,3,2,3.0,3.0,4.0,3.0,775.0,6.0,0.0,265.0,1040.0,2,3,1,1,1362,0,0,1362,1.0,0.0,1,0,3,1,3.0,6,1.0,1,2.0,2.0,1982.0,2.0,3.0,768.0,3.0,3.0,2,0,0,84,0,0,0,0.0,2.0,6.0,0,5,2009,1.0,1
298,20,6.0,0.0,13495,2,2,1,1.0,2,1,26,3,3,1,1,5,6,1956,1956,2,2,17.0,17.0,2.0,70.0,3,2,2,3.0,3.0,4.0,3.0,625.0,5.0,201.0,222.0,1048.0,2,4,1,1,1728,0,0,1728,1.0,0.0,2,0,3,1,3.0,7,2.0,1,2.0,6.0,1956.0,3.0,2.0,576.0,3.0,3.0,2,0,99,0,0,0,0,0.0,0.0,6.0,0,7,2009,1.0,1
299,20,6.0,85.0,9350,2,1,1,1.0,1,1,26,3,3,1,1,5,6,1961,1995,2,2,17.0,17.0,2.0,217.0,3,3,2,3.0,3.0,4.0,2.0,310.0,3.0,512.0,491.0,1313.0,2,3,1,1,1313,0,0,1313,1.0,0.0,1,1,3,1,2.0,6,1.0,1,3.0,2.0,1961.0,2.0,2.0,610.0,3.0,3.0,2,172,28,0,0,121,0,0.0,2.0,6.0,0,2,2009,1.0,1
300,20,6.0,115.0,10500,2,2,1,1.0,1,1,26,3,3,1,1,5,5,1964,1964,2,2,7.0,7.0,5.0,144.0,3,2,2,3.0,3.0,4.0,5.0,998.0,6.0,0.0,294.0,1292.0,2,3,1,1,1292,0,0,1292,1.0,0.0,1,1,3,1,3.0,6,1.0,2,2.0,6.0,1964.0,3.0,2.0,520.0,3.0,3.0,2,0,32,0,0,92,0,0.0,0.0,6.0,0,7,2009,5.0,2
301,60,6.0,0.0,8970,2,2,1,1.0,2,1,26,3,3,1,4,5,6,1965,1965,2,2,9.0,9.0,4.0,0.0,3,2,2,3.0,3.0,4.0,2.0,388.0,6.0,0.0,356.0,744.0,2,3,1,1,825,1315,0,2140,0.0,0.0,2,1,4,1,3.0,7,1.0,1,3.0,2.0,1965.0,1.0,2.0,549.0,3.0,3.0,2,0,40,264,0,0,0,0.0,2.0,6.0,0,6,2009,1.0,1
302,80,6.0,85.0,11475,2,1,1,1.0,2,1,26,3,3,1,8,6,6,1961,1961,4,2,7.0,7.0,2.0,90.0,3,3,2,3.0,3.0,1.0,2.0,568.0,6.0,0.0,640.0,1208.0,2,1,1,1,1576,0,0,1576,1.0,0.0,1,0,4,1,2.0,7,1.0,1,5.0,4.0,1961.0,1.0,2.0,368.0,3.0,3.0,2,85,0,0,0,0,0,0.0,0.0,6.0,0,9,2009,1.0,1
303,20,6.0,68.0,9768,2,1,1,1.0,1,1,26,3,3,1,1,5,5,1955,1955,2,2,17.0,17.0,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,100.0,2.0,247.0,613.0,960.0,2,2,1,1,960,0,0,960,1.0,0.0,1,0,2,1,3.0,5,1.0,0,0.0,2.0,1955.0,2.0,1.0,330.0,3.0,3.0,2,0,70,0,0,0,0,0.0,2.0,6.0,0,2,2009,1.0,1
304,20,6.0,90.0,9900,2,1,1,1.0,1,1,26,2,3,1,1,6,5,1967,1967,2,2,3.0,20.0,4.0,0.0,2,3,2,3.0,3.0,4.0,4.0,1173.0,6.0,0.0,507.0,1680.0,2,3,1,1,1691,0,0,1691,1.0,0.0,1,0,2,1,3.0,5,1.0,0,0.0,2.0,1967.0,3.0,2.0,550.0,2.0,3.0,2,0,67,260,0,0,0,0.0,2.0,6.0,0,4,2009,1.0,1
305,20,6.0,92.0,10573,2,2,1,1.0,2,1,26,3,3,1,1,6,6,1961,1961,4,2,9.0,9.0,2.0,3.0,3,3,2,3.0,3.0,4.0,4.0,1312.0,6.0,0.0,141.0,1453.0,2,1,1,1,1453,0,0,1453,1.0,0.0,2,0,3,1,3.0,6,1.0,1,3.0,2.0,1961.0,2.0,2.0,530.0,3.0,3.0,2,0,49,0,0,288,0,0.0,1.0,6.0,0,4,2009,1.0,1
306,20,6.0,80.0,14695,2,2,1,1.0,1,1,26,3,3,1,1,6,8,1966,2008,2,2,9.0,9.0,2.0,210.0,3,2,2,3.0,3.0,4.0,2.0,1387.0,6.0,0.0,175.0,1562.0,2,2,1,1,1567,0,0,1567,1.0,0.0,2,0,2,1,2.0,5,1.0,2,2.0,2.0,1966.0,3.0,2.0,542.0,3.0,3.0,2,0,110,0,0,342,0,0.0,3.0,6.0,0,7,2009,1.0,1
307,20,6.0,73.0,8760,2,1,1,1.0,1,1,26,3,3,1,1,5,7,1956,1956,2,2,17.0,17.0,2.0,164.0,2,3,2,3.0,3.0,4.0,2.0,856.0,6.0,0.0,313.0,1169.0,2,3,1,1,1144,0,0,1144,1.0,0.0,1,0,3,1,3.0,6,1.0,0,0.0,2.0,1956.0,2.0,1.0,286.0,3.0,3.0,2,257,0,0,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
308,20,6.0,0.0,12285,2,2,1,1.0,1,1,26,3,3,1,1,7,6,1960,1960,2,2,11.0,11.0,2.0,128.0,3,3,2,3.0,3.0,4.0,3.0,544.0,6.0,0.0,785.0,1329.0,2,2,1,1,1329,0,0,1329,0.0,0.0,1,1,3,1,3.0,5,1.0,2,2.0,2.0,1960.0,3.0,2.0,441.0,3.0,3.0,2,0,0,203,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
309,20,6.0,66.0,9240,2,2,1,1.0,1,1,26,3,3,1,1,6,8,1959,1998,4,2,9.0,9.0,4.0,0.0,2,3,2,3.0,3.0,4.0,2.0,708.0,6.0,0.0,280.0,988.0,2,3,1,1,988,0,0,988,1.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,2.0,1959.0,3.0,1.0,297.0,3.0,3.0,2,156,0,0,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
310,20,6.0,70.0,8750,2,1,1,1.0,1,1,26,3,3,1,1,5,5,1956,1956,2,2,4.0,4.0,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,435.0,3.0,202.0,565.0,1202.0,2,3,1,1,1202,0,0,1202,0.0,1.0,1,0,3,1,3.0,6,1.0,0,0.0,2.0,1956.0,2.0,1.0,304.0,3.0,3.0,2,0,35,120,0,0,0,0.0,3.0,6.0,0,11,2009,5.0,2
311,20,6.0,70.0,8750,2,1,1,1.0,1,1,26,3,3,1,1,5,5,1955,1955,2,2,1.0,1.0,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,172.0,5.0,483.0,727.0,1382.0,2,2,1,2,1382,0,0,1382,0.0,1.0,1,0,3,1,2.0,6,1.0,0,0.0,2.0,1955.0,3.0,1.0,350.0,3.0,3.0,2,280,0,0,0,0,0,0.0,3.0,6.0,0,7,2009,1.0,1
312,20,6.0,80.0,10400,2,1,1,1.0,2,1,26,3,3,1,1,4,5,1956,1956,2,2,11.0,11.0,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,155.0,5.0,750.0,295.0,1200.0,2,3,1,1,1200,0,0,1200,1.0,0.0,1,0,3,1,3.0,6,1.0,2,2.0,2.0,1956.0,3.0,1.0,294.0,3.0,3.0,2,0,189,140,0,0,0,0.0,0.0,6.0,0,11,2009,1.0,5
313,90,6.0,76.0,9482,2,1,1,1.0,1,1,26,3,3,3,1,5,4,1958,1958,4,2,17.0,17.0,2.0,657.0,3,3,3,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1866.0,1866.0,2,1,1,1,1866,0,0,1866,0.0,0.0,2,0,4,2,3.0,8,1.0,0,0.0,6.0,1958.0,3.0,2.0,495.0,3.0,4.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,12,2009,1.0,1
314,20,6.0,53.0,8128,2,2,1,1.0,3,1,26,3,3,1,1,6,7,1954,1954,4,2,9.0,9.0,2.0,80.0,3,3,2,3.0,3.0,4.0,2.0,490.0,6.0,0.0,572.0,1062.0,2,2,1,1,1062,0,0,1062,1.0,0.0,1,0,3,1,3.0,6,1.0,0,0.0,2.0,1954.0,3.0,1.0,297.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,2,2009,1.0,1
315,20,6.0,67.0,13070,2,1,1,1.0,2,1,26,3,3,1,1,5,5,1951,1951,4,2,9.0,9.0,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,308.0,6.0,0.0,323.0,631.0,2,3,1,2,1112,0,0,1112,0.0,0.0,1,0,2,1,3.0,5,1.0,0,0.0,3.0,1951.0,3.0,2.0,480.0,3.0,3.0,2,0,0,0,0,255,0,0.0,0.0,6.0,0,10,2009,1.0,1
316,30,6.0,80.0,8480,2,1,1,1.0,2,1,26,3,3,1,1,5,6,1945,1950,2,2,9.0,9.0,4.0,0.0,3,2,2,3.0,3.0,4.0,3.0,700.0,6.0,0.0,93.0,793.0,2,3,1,1,793,0,0,793,1.0,0.0,1,0,2,1,4.0,4,1.0,0,0.0,6.0,1945.0,3.0,1.0,240.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
317,20,6.0,60.0,7626,2,1,1,1.0,1,1,26,3,3,1,1,5,8,1952,2005,4,2,17.0,17.0,4.0,0.0,2,3,2,3.0,3.0,4.0,1.0,931.0,6.0,0.0,100.0,1031.0,2,2,1,1,1031,0,0,1031,1.0,0.0,1,0,2,1,2.0,5,1.0,0,0.0,2.0,1952.0,3.0,1.0,230.0,3.0,3.0,2,0,0,0,0,0,0,0.0,2.0,6.0,0,3,2009,1.0,1
318,20,6.0,75.0,9533,2,1,1,1.0,1,1,26,3,3,1,1,5,5,1953,1953,4,2,17.0,17.0,2.0,140.0,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,2,1210,0,0,1210,0.0,0.0,1,1,2,1,3.0,7,1.0,0,0.0,2.0,1953.0,1.0,1.0,616.0,3.0,3.0,2,208,0,100,0,0,0,0.0,2.0,6.0,0,8,2009,9.0,1
319,60,6.0,78.0,11419,2,1,1,1.0,2,1,26,1,3,1,4,7,7,1948,1999,2,2,19.0,18.0,4.0,0.0,3,3,2,3.0,3.0,3.0,2.0,699.0,6.0,0.0,0.0,699.0,2,1,1,2,801,726,0,1527,1.0,0.0,1,1,3,1,3.0,6,1.0,1,2.0,2.0,1948.0,3.0,2.0,410.0,3.0,3.0,2,0,0,134,0,0,0,0.0,3.0,6.0,0,12,2009,1.0,1
320,20,6.0,60.0,9600,2,1,1,1.0,1,1,26,3,3,1,1,5,6,1950,1950,2,2,17.0,17.0,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,390.0,6.0,0.0,810.0,1200.0,2,3,1,1,1200,0,0,1200,0.0,0.0,1,0,3,1,3.0,6,1.0,0,0.0,2.0,1950.0,1.0,1.0,246.0,3.0,3.0,2,126,0,0,0,0,0,0.0,3.0,6.0,0,8,2009,1.0,1
321,20,6.0,53.0,5470,2,1,1,1.0,1,1,18,3,3,1,1,3,5,1958,1958,2,2,9.0,9.0,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0.0,6.0,0.0,792.0,792.0,2,2,1,2,792,0,0,792,0.0,0.0,1,0,2,1,3.0,4,1.0,0,0.0,2.0,1958.0,3.0,1.0,366.0,4.0,3.0,2,0,90,0,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
322,60,6.0,60.0,10800,2,1,1,1.0,1,1,18,3,3,1,4,5,7,1939,2006,2,2,16.0,16.0,4.0,0.0,3,2,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,676.0,676.0,2,1,1,1,676,676,0,1352,0.0,1.0,2,0,4,1,2.0,7,1.0,0,0.0,6.0,1939.0,3.0,2.0,720.0,3.0,3.0,2,187,0,128,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
323,70,6.0,80.0,8146,2,1,1,1.0,2,1,18,3,3,1,4,4,8,1900,2003,2,2,9.0,9.0,4.0,0.0,2,2,1,4.0,3.0,4.0,6.0,0.0,6.0,0.0,405.0,405.0,2,2,1,1,717,322,0,1039,0.0,0.0,1,0,2,1,3.0,6,1.0,0,0.0,6.0,1940.0,3.0,1.0,281.0,3.0,3.0,1,0,0,168,0,111,0,0.0,0.0,6.0,0,5,2009,1.0,1
324,30,6.0,60.0,10230,2,1,1,1.0,1,1,18,3,3,1,1,5,7,1925,1950,2,2,9.0,9.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1054.0,1054.0,2,1,1,1,1078,0,0,1078,0.0,0.0,1,0,3,1,1.0,6,1.0,0,0.0,6.0,1987.0,3.0,1.0,264.0,3.0,3.0,1,0,0,0,0,112,0,0.0,3.0,6.0,0,12,2009,1.0,1
325,50,6.0,60.0,10410,2,1,1,1.0,1,1,18,3,3,1,2,4,5,1915,1950,2,2,9.0,9.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1313.0,1313.0,2,3,1,1,1313,0,1064,2377,0.0,0.0,2,0,3,1,2.0,8,3.0,1,3.0,6.0,1954.0,3.0,2.0,528.0,3.0,3.0,2,0,0,432,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
326,70,6.0,60.0,7200,2,1,1,1.0,2,1,18,1,3,1,4,7,9,1910,2008,2,2,16.0,16.0,4.0,0.0,2,2,3,3.0,3.0,4.0,6.0,0.0,6.0,0.0,560.0,560.0,2,1,1,1,930,760,0,1690,0.0,0.0,2,0,4,1,2.0,5,1.0,0,0.0,6.0,2008.0,3.0,2.0,624.0,3.0,3.0,2,0,0,112,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
327,30,6.0,90.0,5400,2,1,1,1.0,1,1,18,1,3,1,1,2,5,1940,1950,2,2,14.0,14.0,4.0,0.0,4,3,3,4.0,3.0,4.0,6.0,0.0,6.0,0.0,416.0,416.0,2,2,0,2,599,0,0,599,1.0,0.0,1,0,2,1,2.0,4,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,81,0,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
328,30,6.0,60.0,10800,2,1,1,1.0,1,1,18,3,3,1,1,5,7,1920,1950,2,2,17.0,17.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,720.0,720.0,2,3,0,1,846,0,0,846,0.0,0.0,1,0,2,1,2.0,4,1.0,0,0.0,6.0,1980.0,1.0,2.0,576.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,6.0,0,6,2009,1.0,1
329,30,6.0,60.0,10800,2,1,1,1.0,2,1,18,3,3,1,1,3,5,1890,1998,2,2,16.0,16.0,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0.0,6.0,0.0,630.0,630.0,2,3,1,2,725,0,0,725,0.0,0.0,1,1,1,1,3.0,4,1.0,0,0.0,6.0,1959.0,3.0,1.0,320.0,3.0,3.0,2,0,30,0,0,0,0,0.0,0.0,6.0,0,11,2009,1.0,1
330,90,6.0,81.0,9671,2,1,1,1.0,2,1,26,1,3,3,4,6,5,1969,1969,2,2,9.0,9.0,5.0,480.0,3,3,2,3.0,3.0,4.0,6.0,0.0,6.0,0.0,1248.0,1248.0,2,3,1,1,1248,1296,0,2544,0.0,0.0,2,2,6,2,3.0,12,1.0,0,0.0,2.0,1969.0,2.0,3.0,907.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,8,2009,1.0,1
331,20,6.0,83.0,10143,2,1,1,1.0,1,1,26,3,3,1,1,6,7,1963,1963,2,2,7.0,7.0,2.0,295.0,3,3,2,3.0,3.0,4.0,4.0,384.0,6.0,0.0,996.0,1380.0,2,4,1,1,1380,0,0,1380,0.0,0.0,1,1,3,1,3.0,6,1.0,0,0.0,2.0,1963.0,3.0,1.0,364.0,3.0,3.0,2,0,0,0,0,216,0,0.0,3.0,6.0,0,6,2009,1.0,1
332,20,6.0,77.0,11500,2,2,1,1.0,1,1,26,3,3,1,1,6,4,1967,1967,2,2,7.0,7.0,4.0,0.0,4,3,2,3.0,4.0,4.0,3.0,872.0,4.0,60.0,108.0,1040.0,2,2,1,1,1040,0,0,1040,1.0,0.0,1,0,3,1,3.0,6,2.0,1,5.0,2.0,1967.0,2.0,2.0,480.0,3.0,3.0,2,0,0,156,0,0,0,0.0,2.0,6.0,0,5,2009,1.0,1
